page,type,id,text
95,DevStd,DevStd RRC-EGV-1A: Development shall be designed with adequately-sized solid waste,"DevStd RRC-EGV-1A: Development shall be designed with adequately-sized solid waste container enclosures or designated areas easily accessible to residents and waste management services. The enclosures shall be covered and provide adequate fully enclosed space for solid waste, recycling, yard waste, and/or food waste containers compliant with waste management service and County Public Works Department requirements."
95,Policy,Policy RRC-EGV-1.2: The County shall promote onsite and neighborhood composting of,Policy RRC-EGV-1.2: The County shall promote onsite and neighborhood composting of plant-based materials.
96,Policy,Policy RRC-EGV-1.4: Appropriate recycling services shall be provided at all construction,Policy RRC-EGV-1.4: Appropriate recycling services shall be provided at all construction sites to maximize diversion of construction and demolition (C&D) waste from the landfill.
111,Goal,GOAL #7. TRANSPORTATION PLANNING IS COORDINATED WITH LAND USE,GOAL #7. TRANSPORTATION PLANNING IS COORDINATED WITH LAND USE PLANNING TO ALLOW FOR COMMUNITY DEVELOPMENT AND LAND USES PER THE POLICIES AND LAND USE DESIGNATIONS OF THIS PLAN WHILE MAINTAINING SAFE ROADWAYS AND INTERSECTIONS.
111,Goal,GOAL #8. THE COMMUNITY IS SERVED BY AN EFFICIENT,GOAL #8. THE COMMUNITY IS SERVED BY AN EFFICIENT TRANSPORTATION NETWORK SERVING THE MULTIMODAL NEEDS OF ALL USERS AND ABILITIES.
111,Goal,GOAL #9. AVERAGE DAILY TRIPS (ADTS) AND VEHICLE MILES TRAVELED,GOAL #9. AVERAGE DAILY TRIPS (ADTS) AND VEHICLE MILES TRAVELED (VMTS) GENERATED IN THE COMMUNITY ARE MINIMIZED TO REDUCE GREENHOUSE GAS EMISSIONS GENERATED BY TRANSPORTATION.
111,Objective,OBJECTIVE TC-EGV-1: Enhance the existing automobile transportation network with,"OBJECTIVE TC-EGV-1: Enhance the existing automobile transportation network with multimodal improvements as needed to make walking, biking, and public transit more practical, safe, accessible, and attractive to residents and commuters."
111,Policy,Policy TC-EGV-1.1: A minimum Level-of-Service (LOS) standard ‘C’ shall be,"Policy TC-EGV-1.1: A minimum Level-of-Service (LOS) standard ‘C’ shall be maintained for roadways and intersections. With strong consideration of the appeal, efficiency, and safety of the roadway III. PUBLIC SERVICES AND FACILITIES 103 E. Transportation and Circulation"
112,Policy,Policy TC-EGV-1.2: The Circulation Element and implementing Transportation,Policy TC-EGV-1.2: The Circulation Element and implementing Transportation Improvement Plan shall include long-term improvements to multimodal transportation facilities targeted to provide for these levels of service. Roadway and intersection design and improvements shall protect overall operation of the circulation system and the quality of life within the community.
112,Policy,"Policy TC-EGV-1.3: As multimodal operational, efficiency, and/or LOS standards","Policy TC-EGV-1.3: As multimodal operational, efficiency, and/or LOS standards develop within the Transportation Engineering field, relevant improvements should be considered for primary and secondary roadways and arterials, signalized intersections, intersections that are not signalized, and transit, bicycle, and pedestrian facilities as determined by the Roadway Classification Standards for Eastern Goleta Valley (Appendix I)."
112,Policy,"Policy TC-EGV-1.4: Improved access to retail, commercial, recreational, and","Policy TC-EGV-1.4: Improved access to retail, commercial, recreational, and educational facilities via public transit, bikeways and pedestrian facilities shall be considered in public and private transportation and circulation planning for Eastern Goleta Valley."
112,Policy,Policy TC-EGV-1.5: Complete Streets: Multimodal Complete Streets shall be,"Policy TC-EGV-1.5: Complete Streets: Multimodal Complete Streets shall be developed and maintained to maximize safety, accessibility, and connectivity of all modes of transportation to each other and to the places people need to go. Complete Streets are designed to optimize the utility, safety, and attractiveness of the transportation network to all users of the facilities. Transportation planning should strive to create attractive and accessible streets for all users, including drivers, bicyclists, public transportation vehicles and riders, and pedestrians of all ages and abilities."
112,Policy,Policy TC-EGV-1.6: The following roadways shall be defined as Eastern Goleta Valley,Policy TC-EGV-1.6: The following roadways shall be defined as Eastern Goleta Valley Community Corridors and prioritized for multimodal Complete Street improvements in County transportation project planning for Eastern Goleta Valley (Figure 19): 1. Hollister Avenue – State Street from the City of Goleta to the City of Santa Barbara 2. Calle Real from the City of Santa Barbara to its western terminus 104 Eastern Eastern Goleta Valley Community Plan
113,Policy,Policy TC-EGV-1.7: Human-scale design standards within commercial zones and,"Policy TC-EGV-1.7: Human-scale design standards within commercial zones and transit/pedestrian design standards for new residential and commercial development should be encouraged to increase the appeal of walking, bicycling, and using public transit and decrease traffic congestion on roadways."
113,Policy,"Policy TC-EGV-1.8: In its long range land use planning efforts, the County shall seek to","Policy TC-EGV-1.8: In its long range land use planning efforts, the County shall seek to provide access to retail, commercial, recreational, and educational facilities via transit lines, bikeways and pedestrian trails."
113,Policy,Policy TC-EGV-1.9: All feasible measures to fully mitigate the transportation impacts,"Policy TC-EGV-1.9: All feasible measures to fully mitigate the transportation impacts associated with development projects, including new and innovative measures as may become available, shall be considered and encouraged."
113,Policy,Policy TC-EGV-1.10: Regional Transportation: The County shall strive to increase,"Policy TC-EGV-1.10: Regional Transportation: The County shall strive to increase connectivity and accessibility of north-south and east-west roadways, bike paths, and pedestrian routes to multimodally connect: 1. The north and south sides of Eastern Goleta Valley over US Hwy 101 and the Southern Pacific RR."
115,Objective,"OBJECTIVE TC-EGV-2: Consider the facility needs of cyclists, pedestrians, and public transit","OBJECTIVE TC-EGV-2: Consider the facility needs of cyclists, pedestrians, and public transit riders in land use and development decisions."
115,Policy,Policy TC-EGV-2.1: Bicycle and Pedestrian Facilities: The County shall include,"Policy TC-EGV-2.1: Bicycle and Pedestrian Facilities: The County shall include bicycle and pedestrian uses in the planning process of transportation corridors. When feasible, roadway improvements, including overpasses or underpasses, shall be sited and designed to encourage and accommodate pedestrian and bicycle use. All overpasses or underpasses should provide for Class I or Class II bicycle routes."
115,Policy,Policy TC-EGV-2.2: Bicyclists: The use of the bicycle as a mode of transportation shall,"Policy TC-EGV-2.2: Bicyclists: The use of the bicycle as a mode of transportation shall be encouraged by providing and ensuring well-lit, safe, well- connected, and accessible Class I/II/III bikeways to meet the transportation and recreation needs of Goleta Valley cyclists."
115,Policy,Policy TC-EGV-2.3: Priority Bicycle Facilities: The following bicycle improvements,Policy TC-EGV-2.3: Priority Bicycle Facilities: The following bicycle improvements are prioritized in Eastern Goleta Valley (Figure 20): 1. Safe Routes to Schools 2. East-west paths and/or those providing direct commuter connections between commercial and residential land uses 3. Class I and Class II crossings over or under local highways
115,Policy,"Policy TC-EGV-2.4: Public Bikeway Acquisition: To the maximum extent feasible, all","Policy TC-EGV-2.4: Public Bikeway Acquisition: To the maximum extent feasible, all opportunities for public bikeways acquisition and development within the general corridors mapped as part of the Circulation maps of the County Comprehensive Plan shall be protected, preserved and provided for upon approval of any development, subdivision and/or permit requiring any discretionary review or approval."
115,Policy,Policy TC-EGV-2.5: Bicycle Route Type Priorities: Separated bicycle facilities (Class,"Policy TC-EGV-2.5: Bicycle Route Type Priorities: Separated bicycle facilities (Class I paths) are generally a higher priority than on-road facilities (Class II lanes or Class III lanes). However, on-road lanes are a high priority where they improve safety or connectivity. Of these types of bicycle routes, bicycle paths and lanes which serve commuters to connect residential uses with employment centers and schools are a high priority."
116,DevStd,DevStd TC-EGV-2A: Signal Detection. All future or reconstructed signalized,DevStd TC-EGV-2A: Signal Detection. All future or reconstructed signalized intersections along designated bicycle routes shall include detectors sensitive to waiting bicyclists.
116,Policy,Policy TC-EGV-2.6: Pedestrians: The County shall facilitate pedestrian needs and shall,"Policy TC-EGV-2.6: Pedestrians: The County shall facilitate pedestrian needs and shall provide and ensure well-lit, safe, well-connected, accessible walkways and sidewalks to commercial nodes, schools, and recreation to increase the walkability of Eastern Goleta Valley."
116,Policy,Policy TC-EGV-2.7: Transit Riders: The County shall continue to work with public,Policy TC-EGV-2.7: Transit Riders: The County shall continue to work with public transit providers to ensure accessible public transit service and facilities to meet transit needs and increase ridership.
116,Policy,Policy TC-EGV-2.8: Priority Transit and Pedestrian Facilities: Public transit and,Policy TC-EGV-2.8: Priority Transit and Pedestrian Facilities: Public transit and pedestrian improvements prioritized in Eastern Goleta Valley shall be those that: 1. Receive the highest amount of ridership 2. Provide for intermodal connections 3. Complete a missing link in sidewalks 4. Provide pedestrian links between residential and commercial areas 5. Complete gaps in the pedestrian system Program TC-EGV-2A: Sidewalk Connections: Continue to complete gaps in existing sidewalk system and improve pedestrian crossings along Community Corridors.
117,Objective,OBJECTIVE TC-EGV-3: Design the built environment and transportation system to improve,"OBJECTIVE TC-EGV-3: Design the built environment and transportation system to improve local air quality, climate, and aesthetics, and to provide sufficient parking for all modes of travel."
117,Policy,"Policy TC-EGV-3.1: Commercial development, mixed-use neighborhoods, employment","Policy TC-EGV-3.1: Commercial development, mixed-use neighborhoods, employment centers, and public transit centers shall provide sufficient vehicle and bicycle parking for employees and patrons."
117,Policy,"Policy TC-EGV-3.2: As feasible, the County shall purchase vacant properties as needed","Policy TC-EGV-3.2: As feasible, the County shall purchase vacant properties as needed for potential use as public parking, or bus turnout areas, where the purchase would help to alleviate traffic congestion and support economic vitality and development. Public parking lots should provide facilities for electric vehicle charging stations where feasible."
118,Policy,"Policy TC-EGV-3.3: A range of parking solutions, such as underground garages, lifts,","Policy TC-EGV-3.3: A range of parking solutions, such as underground garages, lifts, and shared lots, shall be considered for commercial and mixed-use structures, properties, and neighborhoods to address parking demand."
118,Policy,Policy TC-EGV-3.4: Local roadways should be designed to enhance safety and,Policy TC-EGV-3.4: Local roadways should be designed to enhance safety and attractiveness to all users of the roadway.
118,DevStd,DevStd TC-EGV-3A: Street lighting shall be designed and oriented to illuminate,"DevStd TC-EGV-3A: Street lighting shall be designed and oriented to illuminate sidewalks, crosswalks and other pedestrian facilities to enhance the safety and attractiveness of walking."
118,DevStd,DevStd TC-EGV-3B: Roadways should be designed and improved appropriately to,"DevStd TC-EGV-3B: Roadways should be designed and improved appropriately to discourage speeding through residential neighborhoods and school zones. Installations to control speeds should be considered including, but not limited to: • Speed humps and tables."
118,Policy,Policy TC-EGV-3.5: The County shall strive to ensure posted speed limits in residential,"Policy TC-EGV-3.5: The County shall strive to ensure posted speed limits in residential neighborhoods are enforceable and set in a manner that maximizes the safety of the residents, pedestrians and cyclists. A posted speed limit may necessitate appropriate traffic calming measures to implement and enforce lower posted speed limits."
118,Policy,Policy TC-EGV-3.6: The County should continue to work with state and local officials,Policy TC-EGV-3.6: The County should continue to work with state and local officials to allow flexibility for local jurisdictions to define roadways classifications and set enforceable speed limits for local roadways.
119,Policy,Policy TC-EGV-3.7: The County should support the use of reclaimed/recycled water for,"Policy TC-EGV-3.7: The County should support the use of reclaimed/recycled water for all landscaping projects within the County right-of-way, if reclaimed water is reasonably available."
119,Policy,Policy TC-EGV-3.8: Transportation planning and projects shall be designed and,"Policy TC-EGV-3.8: Transportation planning and projects shall be designed and constructed respective of environmental resources and constraints and consistent with the policies of the EGVCP (see also, Section IV: Environmental Resources and Constraints)."
119,DevStd,"DevStd TC-EGV-3C: (INLAND) Roadway maintenance, widening or new construction","DevStd TC-EGV-3C: (INLAND) Roadway maintenance, widening or new construction should be designed to accommodate restoration and preservation of Environmentally Sensitive Habitat (ESH), Riparian Corridors (RC), and other habitat areas."
119,DevStd,DevStd TC-EGV-3C: (COASTAL) Widening or new construction of roadways shall be,"DevStd TC-EGV-3C: (COASTAL) Widening or new construction of roadways shall be sited and designed to avoid the Goleta Slough and Environmentally Sensitive Habitat (ESH) so that these resources are preserved and, where appropriate, enhanced. Maintenance of roadways shall avoid the Goleta Slough and ESH areas to the maximum extent feasible."
121,Goal,"GOAL #10. THE COMMUNITY’S NATURAL RESOURCES ARE PROTECTED,","GOAL #10. THE COMMUNITY’S NATURAL RESOURCES ARE PROTECTED, CONSERVED, AND RESTORED, AND ENVIRONMENTAL CONSTRAINTS ARE RESPECTED."
122,Objective,"OBJECTIVE ENV-EGV-1: Protect undeveloped contiguous habitat areas from sprawl, leap-","OBJECTIVE ENV-EGV-1: Protect undeveloped contiguous habitat areas from sprawl, leap- frog development, and encroachment by urban uses to preserve and enhance environmental resources."
122,Policy,"Policy ENV-EGV-1.1: Restrict urban-style development to the Urban Area, prioritizing","Policy ENV-EGV-1.1: Restrict urban-style development to the Urban Area, prioritizing infill and redevelopment strategies, to protect coastal and rural area environmental resources."
124,Goal,GOAL #11. LOCAL LAND USE AND DEVELOPMENT DO NOT CONTRIBUTE,GOAL #11. LOCAL LAND USE AND DEVELOPMENT DO NOT CONTRIBUTE ADVERSELY TO REGIONAL AIR QUALITY OR GLOBAL CLIMATE CHANGE.
124,Objective,OBJECTIVE AQ-EGV-1: Reduce locally-produced air pollution and greenhouse gases.,OBJECTIVE AQ-EGV-1: Reduce locally-produced air pollution and greenhouse gases. 116 Eastern Eastern Goleta Valley Community Plan
125,Policy,Policy AQ-EGV-1.1: The County shall impose appropriate restrictions on construction,Policy AQ-EGV-1.1: The County shall impose appropriate restrictions on construction activities associated with development to avoid deterioration of air quality.
125,DevStd,DevStd AQ-EGV-1A: Development shall minimize the generation of pollution and,DevStd AQ-EGV-1A: Development shall minimize the generation of pollution and fugitive dust during construction.
125,Policy,Policy AQ-EGV-1.2: The County shall support transportation plans and land use patterns,Policy AQ-EGV-1.2: The County shall support transportation plans and land use patterns that reduce vehicle trips and total vehicle miles traveled.
125,Policy,Policy AQ-EGV-1.3: The County shall require development to minimize energy needs,Policy AQ-EGV-1.3: The County shall require development to minimize energy needs and air pollution generated during construction and operational phases.
125,DevStd,DevStd AQ-EGV-1B: The County shall require energy and resource-conserving designs,DevStd AQ-EGV-1B: The County shall require energy and resource-conserving designs and/or techniques.
125,DevStd,DevStd AQ-EGV-1C: The County shall implement those land use patterns and,"DevStd AQ-EGV-1C: The County shall implement those land use patterns and transportation programs which will serve to reduce vehicle trips and total vehicle miles traveled. This includes, but is not limited to the following: • Include design features to encourage alternate transportation modes."
126,DevStd,DevStd AQ-EGV-1D: To reduce overall trip generation and associated air contaminant,"DevStd AQ-EGV-1D: To reduce overall trip generation and associated air contaminant emissions, future commercial tenants requiring more than fifty employees shall be required to work with Traffic Solutions, a division of SBCAG, to establish and maintain an employee trip reduction program. Traffic Solutions aims to reduce traffic congestion, air pollution, and vehicle miles driven in the County partly by promoting cooperation between businesses, government agencies, and community groups and individuals and to expand commuter program participation (Traffic Solutions 2007). Traffic Solutions provides free employee trip reduction services for employers, including employee surveys, employee education, automated commuter matching, and regional transit solutions. The employee trip reduction program implemented by future tenants should be informed by consultation with Traffic Solutions and should include the following elements: • Install bicycle racks and/or bicycle lockers at a ratio of one bicycle parking space for every ten car parking spaces for customers and employees."
127,Policy,Policy AQ-EGV-1.4: The County should continue to work with state and local officials,Policy AQ-EGV-1.4: The County should continue to work with state and local officials to reduce air pollution attributable to marine shipping routes off the coast of Eastern Goleta Valley.
127,Objective,OBJECTIVE AQ-EGV-2: Protect sensitive populations from air pollution.,OBJECTIVE AQ-EGV-2: Protect sensitive populations from air pollution.
127,Policy,OBJECTIVE AQ-EGV-2: Protect sensitive populations from air pollution.,Policy AQ-EGV-2.1: Sensitive receptor populations shall be protected from sources of air pollution.
127,DevStd,DevStd AQ-EGV-2A: Development that provides housing or care facilities shall,"DevStd AQ-EGV-2A: Development that provides housing or care facilities shall establish adequate buffers from sources of air pollution. Future projects shall be designed to minimize exposure to roadway- related pollutants, and exposure shall be mitigated to the maximum extent feasible. Design features may include but not be limited to maximizing the distance between the roadway and sensitive receptors, locating air intake at the non-roadway facing sides of buildings, and ensuring that windows nearest to the roadway do not open. Mitigation measures may include installing mechanical ventilation systems with fresh air filtration and constructing a physical barrier between the roadway source and receptors of pollutants (e.g., sound wall or vegetative planting)."
127,DevStd,DevStd AQ-EGV-2B: Ventilation Systems: Ventilation systems that are rated at,"DevStd AQ-EGV-2B: Ventilation Systems: Ventilation systems that are rated at Minimum Efficiency Reporting Value of “MERV13” or better for enhanced particulate removal efficiency shall be provided on all residential units located within 500 feet of U.S. 101. The residents of these units shall also be provided information regarding filter maintenance/replacement. The County Permit Compliance staff shall ensure that the aforementioned requirements are included on plans submitted for approval of any Land Use and Building permits and shall verify compliance onsite prior to occupancy clearance. Staff shall also review the future Covenants, Conditions, and Restrictions (CC&Rs) for inclusion of guidelines pertaining to the proper maintenance/replacement of filters."
128,DevStd,DevStd AQ-EGV-2C: Air Quality Disclosure Statement: Future project applicants of,"DevStd AQ-EGV-2C: Air Quality Disclosure Statement: Future project applicants of residential developments within 500 feet of U.S. 101 shall provide an Air Quality Disclosure Statement to potential buyers of units, summarizing the results of technical studies that reflect a health concern resulting from exposure of children to air quality emissions generated within 500 feet of the freeway. The future project applicant shall provide this disclosure statement as part of the project CC&Rs to County Counsel and Planning & Development to verify the disclosure statement is fair and adequate. The disclosure shall be reviewed and approved prior to any Land Use and Building permits. The County Permit Compliance staff shall verify that the Air Quality Disclosure Statement has been incorporated into the CC&Rs prior to sale of homes. Planning & Development shall review and approve the statement for objectivity, balance, and completeness."
128,DevStd,DevStd AQ-EGV-2D: An Odor Abatement Plan (OAP) shall be submitted as part of a,"DevStd AQ-EGV-2D: An Odor Abatement Plan (OAP) shall be submitted as part of a permit application for projects anticipating significant odors. The SBCAPCD inspectors are required to respond to public nuisance under the SBAPCD Rule 303, and may review the OAP for adequacy in mitigating potential nuisance odor impacts from a project. OAPs should include the following elements: a) Name and telephone number of contact person(s) at the facility responsible for logging in and responding to odor complaints."
128,DevStd,DevStd AQ-EGV-2E: Wood-burning Fireplaces: No wood-burning fireplaces shall be,DevStd AQ-EGV-2E: Wood-burning Fireplaces: No wood-burning fireplaces shall be included in the design of future development. Only natural gas fireplaces shall be permitted.
131,Goal,GOAL #12. WATER RUNOFF IS CLEAN AND NOT HARMFUL TO WATERSHED,GOAL #12. WATER RUNOFF IS CLEAN AND NOT HARMFUL TO WATERSHED AND MARINE HABITATS.
131,Objective,"OBJECTIVE HYD-EGV-1: Minimize pollution of streams, sloughs, drainage channels,","OBJECTIVE HYD-EGV-1: Minimize pollution of streams, sloughs, drainage channels, groundwater basins, estuaries, the ocean and areas adjacent to such waters."
131,Policy,Policy HYD-EGV-1.1: Introduction of contaminated urban and agricultural runoff into all,"Policy HYD-EGV-1.1: Introduction of contaminated urban and agricultural runoff into all coastal waters, including sloughs, rivers, streams, coastal wetlands and intertidal areas, shall be eliminated or minimized."
132,DevStd,DevStd HYD-EGV-1A: Bioswales or other type of biofilters shall be installed in paved,"DevStd HYD-EGV-1A: Bioswales or other type of biofilters shall be installed in paved areas to catch and filter urban runoff prior to reaching watersheds, stream habitat, storm sewer, and other waterways. If bioswales are deemed infeasible, sedimentation, silt, and grease traps shall be considered as alternative solutions to catch and filter urban runoff."
132,DevStd,"DevStd HYD-EGV-1B: Washing of concrete, paint, heavy equipment, or other hazardous","DevStd HYD-EGV-1B: Washing of concrete, paint, heavy equipment, or other hazardous materials shall be allowed only in areas where polluted water can be contained and treated during construction and in industrial settings."
132,Policy,Policy HYD-EGV-1.2: Untreated outfalls should avoid or be relocated out of,Policy HYD-EGV-1.2: Untreated outfalls should avoid or be relocated out of Environmentally Sensitive Habitat and riparian areas.
132,Objective,OBJECTIVE HYD-EGV-2: Minimize potential flood hazards.,OBJECTIVE HYD-EGV-2: Minimize potential flood hazards.
132,Policy,OBJECTIVE HYD-EGV-2: Minimize potential flood hazards.,Policy HYD-EGV-2.1: Adequate setbacks from floodways and flood hazards shall be required.
132,Policy,Policy HYD-EGV-2.2: Setbacks of a minimum of 50 feet from top of bank but adjusted,Policy HYD-EGV-2.2: Setbacks of a minimum of 50 feet from top of bank but adjusted upward as needed to adequately protect life and property from potential flood hazards shall be required as determined by County Flood Control.
132,DevStd,DevStd HYD-EGV-2A: (INLAND) A Hydrologic/Hydraulic Report shall be prepared by,"DevStd HYD-EGV-2A: (INLAND) A Hydrologic/Hydraulic Report shall be prepared by Registered Civil Engineer for any development within a floodplain that requires channel improvements. Said Hydrologic/Hydraulic Report shall be submitted to the County Flood Control District and P&D for review and approval. Channel improvements shall be sufficient to convey the 100-year discharge, or applicable discharge deemed appropriate by the County Flood Control District, and shall allow for revegetation of creek banks. Any creek revegetation plans shall be reviewed and approved by P&D and County Flood Control. Revegetation plans shall provide for complete revegetation of the creek banks and top of banks with appropriate native species consistent with the policies of this Plan."
132,DevStd,DevStd HYD-EGV-2A: (COASTAL) A Hydrologic/Hydraulic Report shall be prepared by,DevStd HYD-EGV-2A: (COASTAL) A Hydrologic/Hydraulic Report shall be prepared by a Registered Civil Engineer for any development within a floodplain that requires improvements within a creek channel. Said Hydrologic/Hydraulic Report shall be submitted to the County Flood Control District and P&D for review and approval.
133,Policy,"Policy HYD-EGV-2.3, DevStd HYD-EGV-2B and DevStd HYD-","Policy HYD-EGV-2.3, DevStd HYD-EGV-2B and DevStd HYD- EGV-2C and sufficient to convey the 100-year discharge, or applicable discharge deemed appropriate by the County Flood Control District, and revegetation shall be required for any areas of riparian vegetation and creek banks disturbed by the approved improvements. Any creek revegetation plans shall be reviewed and approved by P&D and County Flood Control. Revegetation plans shall provide for complete revegetation of the creek banks and top of banks with appropriate native species consistent with the policies of this Plan."
133,DevStd,"DevStd HYD-EGV-2B: (INLAND) Natural building materials such as rock, heavy timber,","DevStd HYD-EGV-2B: (INLAND) Natural building materials such as rock, heavy timber, and erosion control shrubs and wire revetment planted with native or naturalized plants shall be used wherever possible in replacing or constructing flood control infrastructure."
133,DevStd,DevStd HYD-EGV-2B: (COASTAL) New flood control protection shall be the least,"DevStd HYD-EGV-2B: (COASTAL) New flood control protection shall be the least environmentally damaging alternative that achieves flood protection objectives consistent with all applicable policies of the Local Coastal Program and shall consider less intrusive solutions as a first priority over engineering structural solutions. Less intrusive measures (e.g., biostructures, vegetation, and soil bioengineering) shall be preferred for flood protection over “hard” solutions such as concrete or riprap channels. “Hardbank” measures (e.g., use of concrete, riprap, gabion baskets) or channel redirection may be permitted only if all less intrusive flood control efforts have been considered and have been found to be infeasible."
133,DevStd,DevStd HYD-EGV-2C: (COASTAL) Channelizations or other substantial alterations of,"DevStd HYD-EGV-2C: (COASTAL) Channelizations or other substantial alterations of streams shall be prohibited except for: 1) necessary water supply projects where no feasible alternative exists; 2) flood control projects for existing development where necessary for public safety and there is no other feasible alternative, or 3) the improvement of fish and wildlife habitat. Any channelization or stream alteration permitted for one of these three purposes shall minimize impacts to coastal resources, including ESH and the depletion of groundwater, and shall include maximum feasible mitigation measures to mitigate unavoidable impacts. Bioengineering IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 125 C. Watershed Ecology: Hydrology, Biology, and Geology"
134,Policy,"Policy HYD-EGV-2.3: (INLAND) As part of its on-going maintenance operations, the","Policy HYD-EGV-2.3: (INLAND) As part of its on-going maintenance operations, the County Flood Control District shall minimize impacts to stream channels where feasible and consistent with sound flood control practices, and incorporate mitigation measures from the Flood Control Maintenance Program Environmental Impact Report (PEIR) to restore channels and stream backs. The District should incorporate and project costs for these efforts into County budget planning."
134,Policy,"Policy HYD-EGV-2.3: (COASTAL) As part of its on-going maintenance operations, the","Policy HYD-EGV-2.3: (COASTAL) As part of its on-going maintenance operations, the County Flood Control District shall minimize impacts to stream channels to the maximum extent feasible and consistent with sound flood control practices, and incorporate mitigation measures to restore channels and stream banks and mitigate unavoidable adverse impacts to coastal resources to the maximum extent feasible. The District should incorporate and project costs for these efforts into County budget planning."
135,Goal,GOAL #13. THE ECOLOGICAL AND BIOLOGICAL RESOURCES OF LOCAL,"GOAL #13. THE ECOLOGICAL AND BIOLOGICAL RESOURCES OF LOCAL WATERSHEDS ARE PRESERVED, BALANCED, AND THRIVING, RIDGELINE TO SHORE."
135,Objective,OBJECTIVE ECO-EGV-1: Preserve and enhance the watershed ecosystems of Eastern Goleta,OBJECTIVE ECO-EGV-1: Preserve and enhance the watershed ecosystems of Eastern Goleta Valley.
135,Policy,Policy ECO-EGV-1.1: The County shall designate and provide protection to important or,Policy ECO-EGV-1.1: The County shall designate and provide protection to important or sensitive environmental resources and habitats in Eastern Goleta Valley.
138,Policy,Policy ECO-EGV-1.2: The County shall adhere to and incorporate the following priorities,Policy ECO-EGV-1.2: The County shall adhere to and incorporate the following priorities for the protection of ecological and biological resources: • Preservation and/or enhancement of existing natural resources.
138,Objective,OBJECTIVE ECO-EGV-2: Preserve and enhance the vitality of biological resources of,OBJECTIVE ECO-EGV-2: Preserve and enhance the vitality of biological resources of Eastern Goleta Valley.
138,Policy,Policy ECO-EGV-2.1: Open space and conservation easements should be considered,Policy ECO-EGV-2.1: Open space and conservation easements should be considered effective methods to preserve important biological resources and habitats.
138,Policy,"Policy ECO-EGV-2.2: The use of native, drought-tolerant, and/or fire-resistant plants","Policy ECO-EGV-2.2: The use of native, drought-tolerant, and/or fire-resistant plants shall be strongly encouraged in landscaping and restoration projects, especially in parks, buffers adjacent to native habitats and in designated open space."
139,Policy,Policy ECO-EGV-2.3: Where sensitive plant species and sensitive animal species are,"Policy ECO-EGV-2.3: Where sensitive plant species and sensitive animal species are found pursuant to the review of a discretionary project, the habitat in which the sensitive species is located shall be preserved to the maximum extent feasible. For the purposes of this policy, sensitive plant species are those species that appear on the County's list of locally rare, generally rare, or endangered plants, and the California Native Plant Society's Inventory of Endangered Vascular Plants of California. Sensitive animal species are defined as those animal species identified by the California Department of Fish and Wildlife, the U.S. Fish and Wildlife Service and/or are listed in Tate's The Audubon Blue List (birds)."
139,DevStd,DevStd ECO-EGV-2A: (INLAND) If potentially suitable habitat exists for sensitive plant,"DevStd ECO-EGV-2A: (INLAND) If potentially suitable habitat exists for sensitive plant species, prior to any grading or vegetation clearing for future projects in the Plan area, focused rare plant surveys shall be conducted during the appropriate time of year to optimize detection of potentially occurring rare plants. Focused surveys shall be conducted in accordance with the County’s Environmental Thresholds and Guidelines Manual (County of Santa Barbara 2008 and any subsequent revisions) and applicable resource agency survey protocols to determine the potential for impacts resulting from the project on these species."
139,DevStd,DevStd ECO-EGV-2A: (COASTAL) If potentially suitable habitat exists for sensitive plant,"DevStd ECO-EGV-2A: (COASTAL) If potentially suitable habitat exists for sensitive plant species, prior to permit approval and the commencement of approved development onsite focused sensitive plant surveys shall be conducted during the appropriate time of year to optimize detection of potentially occurring sensitive plants. Focused surveys shall be conducted in accordance with applicable county and resource agency survey protocols to determine the potential for impacts resulting from the project on these species."
139,DevStd,"DevStd ECO-EGV-2B: (INLAND) Where appropriate and feasible, as determined by","DevStd ECO-EGV-2B: (INLAND) Where appropriate and feasible, as determined by County staff, if potentially suitable habitat or critical habitat exists for sensitive wildlife species on or adjacent to a project site, prior to any grading or vegetation clearing for future projects in the Plan area, focused presence/absence surveys shall be conducted in accordance with the County’s Environmental Thresholds and Guidelines Manual (County of Santa Barbara 2008 and any subsequent revisions) to determine the potential for impacts resulting from the project on these species."
140,DevStd,DevStd ECO-EGV-2B: (COASTAL) If potentially suitable habitat or critical habitat exists,"DevStd ECO-EGV-2B: (COASTAL) If potentially suitable habitat or critical habitat exists for sensitive wildlife species on or adjacent to a project site, prior to permit approval and the commencement of approved development onsite, focused presence/absence surveys shall be conducted in accordance with applicable county and resource agency protocols to determine the potential for impacts resulting from the project on these species."
140,DevStd,"DevStd ECO-EGV-2C: (INLAND) If sensitive species, suitable nesting habitat, or other","DevStd ECO-EGV-2C: (INLAND) If sensitive species, suitable nesting habitat, or other sensitive areas are found on or adjacent to a project site in the Plan area and have potential to be impacted by implementation of the project, the following avoidance and mitigation measures would apply: • Fairy Shrimp: Direct impacts to vernal pool habitat and species may require permits from USACE, RWQCB, and CDFW (also discussed under Impact BIO-4). Mitigation shall be determined at the project level and be developed in consultation with the County and resource agencies."
